ID,TEXT,TEXT_CLEANED,TOKENS,TOKENS_NO_STOP,TOKENS_LEMMATIZED,TEXT_PROCESSED,SENTIMENT
55,"Higher exports of petroleum products, LNG, and optical and scientific equipment contributed to overall performance.",higher exports of petroleum products lng and optical and scientific equipment contributed to overall performance,"['higher', 'exports', 'of', 'petroleum', 'products', 'lng', 'and', 'optical', 'and', 'scientific', 'equipment', 'contributed', 'to', 'overall', 'performance']","['higher', 'exports', 'petroleum', 'products', 'lng', 'optical', 'scientific', 'equipment', 'contributed', 'overall', 'performance']","['high', 'export', 'petroleum', 'product', 'lng', 'optical', 'scientific', 'equipment', 'contribute', 'overall', 'performance']",high export petroleum product lng optical scientific equipment contribute overall performance,POSITIVE
56,All major trading partners recorded strong double-digit growth.,all major trading partners recorded strong double digit growth,"['all', 'major', 'trading', 'partners', 'recorded', 'strong', 'double', 'digit', 'growth']","['major', 'trading', 'partners', 'recorded', 'strong', 'double', 'digit', 'growth']","['major', 'trading', 'partner', 'record', 'strong', 'double', 'digit', 'growth']",major trading partner record strong double digit growth,POSITIVE
57,Exports to Taiwan and the European Union reached new record highs.,exports to taiwan and the european union reached new record highs,"['exports', 'to', 'taiwan', 'and', 'the', 'european', 'union', 'reached', 'new', 'record', 'highs']","['exports', 'taiwan', 'european', 'union', 'reached', 'new', 'record', 'highs']","['export', 'taiwan', 'european', 'union', 'reach', 'new', 'record', 'high']",export taiwan european union reach new record high,POSITIVE
58,Free Trade Agreements contributed to higher exports to several countries.,free trade agreements contributed to higher exports to several countries,"['free', 'trade', 'agreements', 'contributed', 'to', 'higher', 'exports', 'to', 'several', 'countries']","['free', 'trade', 'agreements', 'contributed', 'higher', 'exports', 'several', 'countries']","['free', 'trade', 'agreement', 'contribute', 'high', 'export', 'several', 'country']",free trade agreement contribute high export several country,POSITIVE
59,Total trade rose 18.3% to RM1.455 trillion during January-May 2026.,total trade rose 183 to rm1455 trillion during january may 2026,"['total', 'trade', 'rose', '183', 'to', 'rm1455', 'trillion', 'during', 'january', 'may', '2026']","['total', 'trade', 'rose', '183', 'rm1455', 'trillion', 'january', 'may', '2026']","['total', 'trade', 'rise', '183', 'rm1455', 'trillion', 'january', 'may', '2026']",total trade rise 183 rm1455 trillion january may 2026,POSITIVE
60,Exports increased 24.3% while imports grew 11.8% during the January-May period.,exports increased 243 while imports grew 118 during the january may period,"['exports', 'increased', '243', 'while', 'imports', 'grew', '118', 'during', 'the', 'january', 'may', 'period']","['exports', 'increased', '243', 'imports', 'grew', '118', 'january', 'may', 'period']","['export', 'increase', '243', 'import', 'grow', '118', 'january', 'may', 'period']",export increase 243 import grow 118 january may period,POSITIVE
61,"Trade, exports, imports and trade surplus reached historic highs for the January-May period.",trade exports imports and trade surplus reached historic highs for the january may period,"['trade', 'exports', 'imports', 'and', 'trade', 'surplus', 'reached', 'historic', 'highs', 'for', 'the', 'january', 'may', 'period']","['trade', 'exports', 'imports', 'trade', 'surplus', 'reached', 'historic', 'highs', 'january', 'may', 'period']","['trade', 'export', 'import', 'trade', 'surplus', 'reach', 'historic', 'high', 'january', 'may', 'period']",trade export import trade surplus reach historic high january may period,POSITIVE
62,Malaysia's trade performance remained resilient despite global trade uncertainties.,malaysias trade performance remained resilient despite global trade uncertainties,"['malaysias', 'trade', 'performance', 'remained', 'resilient', 'despite', 'global', 'trade', 'uncertainties']","['malaysias', 'trade', 'performance', 'remained', 'resilient', 'despite', 'global', 'trade', 'uncertainties']","['malaysia', 'trade', 'performance', 'remain', 'resilient', 'despite', 'global', 'trade', 'uncertainty']",malaysia trade performance remain resilient despite global trade uncertainty,POSITIVE
63,MITI and MATRADE will continue monitoring global trade developments and supporting growth momentum.,miti and matrade will continue monitoring global trade developments and supporting growth momentum,"['miti', 'and', 'matrade', 'will', 'continue', 'monitoring', 'global', 'trade', 'developments', 'and', 'supporting', 'growth', 'momentum']","['miti', 'matrade', 'continue', 'monitoring', 'global', 'trade', 'developments', 'supporting', 'growth', 'momentum']","['miti', 'matrade', 'continue', 'monitor', 'global', 'trade', 'development', 'support', 'growth', 'momentum']",miti matrade continue monitor global trade development support growth momentum,NEUTRAL
64,The ministry assured the public that supplies of essential goods and controlled items would remain sufficient ahead of the state elections.,the ministry assured the public that supplies of essential goods and controlled items would remain sufficient ahead of the state elections,"['the', 'ministry', 'assured', 'the', 'public', 'that', 'supplies', 'of', 'essential', 'goods', 'and', 'controlled', 'items', 'would', 'remain', 'sufficient', 'ahead', 'of', 'the', 'state', 'elections']","['ministry', 'assured', 'public', 'supplies', 'essential', 'goods', 'controlled', 'items', 'would', 'remain', 'sufficient', 'ahead', 'state', 'elections']","['ministry', 'assure', 'public', 'supply', 'essential', 'good', 'control', 'item', 'would', 'remain', 'sufficient', 'ahead', 'state', 'election']",ministry assure public supply essential good control item would remain sufficient ahead state election,POSITIVE
65,The ministry is closely monitoring the supply of controlled goods and basic necessities.,the ministry is closely monitoring the supply of controlled goods and basic necessities,"['the', 'ministry', 'is', 'closely', 'monitoring', 'the', 'supply', 'of', 'controlled', 'goods', 'and', 'basic', 'necessities']","['ministry', 'closely', 'monitoring', 'supply', 'controlled', 'goods', 'basic', 'necessities']","['ministry', 'closely', 'monitor', 'supply', 'control', 'good', 'basic', 'necessity']",ministry closely monitor supply control good basic necessity,NEUTRAL
66,Demand for essential goods is expected to increase due to election activities and returning voters.,demand for essential goods is expected to increase due to election activities and returning voters,"['demand', 'for', 'essential', 'goods', 'is', 'expected', 'to', 'increase', 'due', 'to', 'election', 'activities', 'and', 'returning', 'voters']","['demand', 'essential', 'goods', 'expected', 'increase', 'due', 'election', 'activities', 'returning', 'voters']","['demand', 'essential', 'good', 'expect', 'increase', 'due', 'election', 'activity', 'return', 'voter']",demand essential good expect increase due election activity return voter,NEUTRAL
67,The ministry is monitoring the Rahmah Sales Programme and ensuring sufficient supplies of controlled goods.,the ministry is monitoring the rahmah sales programme and ensuring sufficient supplies of controlled goods,"['the', 'ministry', 'is', 'monitoring', 'the', 'rahmah', 'sales', 'programme', 'and', 'ensuring', 'sufficient', 'supplies', 'of', 'controlled', 'goods']","['ministry', 'monitoring', 'rahmah', 'sales', 'programme', 'ensuring', 'sufficient', 'supplies', 'controlled', 'goods']","['ministry', 'monitor', 'rahmah', 'sale', 'programme', 'ensure', 'sufficient', 'supply', 'control', 'good']",ministry monitor rahmah sale programme ensure sufficient supply control good,POSITIVE
68,The ministry wants to prevent disruptions to the supply of controlled goods during the election period.,the ministry wants to prevent disruptions to the supply of controlled goods during the election period,"['the', 'ministry', 'wants', 'to', 'prevent', 'disruptions', 'to', 'the', 'supply', 'of', 'controlled', 'goods', 'during', 'the', 'election', 'period']","['ministry', 'wants', 'prevent', 'disruptions', 'supply', 'controlled', 'goods', 'election', 'period']","['ministry', 'want', 'prevent', 'disruption', 'supply', 'control', 'good', 'election', 'period']",ministry want prevent disruption supply control good election period,POSITIVE
69,The ministry will continue conducting checks and engaging suppliers and retailers to ensure smooth distribution of essential goods.,the ministry will continue conducting checks and engaging suppliers and retailers to ensure smooth distribution of essential goods,"['the', 'ministry', 'will', 'continue', 'conducting', 'checks', 'and', 'engaging', 'suppliers', 'and', 'retailers', 'to', 'ensure', 'smooth', 'distribution', 'of', 'essential', 'goods']","['ministry', 'continue', 'conducting', 'checks', 'engaging', 'suppliers', 'retailers', 'ensure', 'smooth', 'distribution', 'essential', 'goods']","['ministry', 'continue', 'conduct', 'check', 'engage', 'supplier', 'retailer', 'ensure', 'smooth', 'distribution', 'essential', 'good']",ministry continue conduct check engage supplier retailer ensure smooth distribution essential good,POSITIVE
70,The ministry is monitoring potential impacts from higher logistics costs caused by geopolitical tensions in the Middle East.,the ministry is monitoring potential impacts from higher logistics costs caused by geopolitical tensions in the middle east,"['the', 'ministry', 'is', 'monitoring', 'potential', 'impacts', 'from', 'higher', 'logistics', 'costs', 'caused', 'by', 'geopolitical', 'tensions', 'in', 'the', 'middle', 'east']","['ministry', 'monitoring', 'potential', 'impacts', 'higher', 'logistics', 'costs', 'caused', 'geopolitical', 'tensions', 'middle', 'east']","['ministry', 'monitor', 'potential', 'impact', 'higher', 'logistics', 'cost', 'cause', 'geopolitical', 'tension', 'middle', 'east']",ministry monitor potential impact higher logistics cost cause geopolitical tension middle east,NEGATIVE
71,The current situation has not affected the availability of controlled goods and daily necessities.,the current situation has not affected the availability of controlled goods and daily necessities,"['the', 'current', 'situation', 'has', 'not', 'affected', 'the', 'availability', 'of', 'controlled', 'goods', 'and', 'daily', 'necessities']","['current', 'situation', 'not', 'affected', 'availability', 'controlled', 'goods', 'daily', 'necessities']","['current', 'situation', 'not', 'affected', 'availability', 'control', 'good', 'daily', 'necessity']",current situation not affected availability control good daily necessity,POSITIVE
72,The Rahmah Sales Programme helps ease the cost of living burden faced by consumers.,the rahmah sales programme helps ease the cost of living burden faced by consumers,"['the', 'rahmah', 'sales', 'programme', 'helps', 'ease', 'the', 'cost', 'of', 'living', 'burden', 'faced', 'by', 'consumers']","['rahmah', 'sales', 'programme', 'helps', 'ease', 'cost', 'living', 'burden', 'faced', 'consumers']","['rahmah', 'sale', 'programme', 'help', 'ease', 'cost', 'live', 'burden', 'face', 'consumer']",rahmah sale programme help ease cost live burden face consumer,POSITIVE
73,"A total of 13,692 Rahmah Sales Programmes were implemented nationwide between January and June.",a total of 13692 rahmah sales programmes were implemented nationwide between january and june,"['a', 'total', 'of', '13692', 'rahmah', 'sales', 'programmes', 'were', 'implemented', 'nationwide', 'between', 'january', 'and', 'june']","['total', '13692', 'rahmah', 'sales', 'programmes', 'implemented', 'nationwide', 'january', 'june']","['total', '13692', 'rahmah', 'sale', 'programmes', 'implement', 'nationwide', 'january', 'june']",total 13692 rahmah sale programmes implement nationwide january june,NEUTRAL
